,type,fixed acidity,volatile acidity_big,citric acid_big,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,CpH-103,CpH-101,CpH-102,sulphates,alcohol,quality,pH_bup,sulphates_bup,alcohol_bup,quality_re,type_2,type_of_coluor,quality_re.1,type_dubl,type_of_coluor.1,the_state_manufacturing ,city,manfacutuered_name ,Quantity
4581,white,6,270000,260000,1.3,0.038,32,138,0.99125,3.46,3.46,3.46,0.43,11.1,6,9.82,11.649,13.478,15.307,white,red,16.307,white,red,England ,paris,�PERNOD RICARD,4514
4582,white,6.3,370000,510000,6.3,0.048,35,146,0.9943,3.1,3.1,3.1,1.01,10.5,6,9.7,11.519,13.338,15.157,white,black,16.157,white,black,England ,Buenos Aires,�PERNOD RICARD,4514
4583,white,6.4,230000,370000,7.9,0.05,60,150,0.99488,2.86,2.86,2.86,0.49,9.3,6,9.22,11.043,12.866,14.689,white,gray,15.689,white,gray,England ,mancity,�PERNOD RICARD,4514
4584,white,5.9,340000,250000,2,0.042,12,110,0.99034,3.02,3.02,3.02,0.54,11.4,6,10.19,12.17,14.15,16.13,white,greeen ,17.13,white,greeen ,England ,"Washington, D.C.",�PERNOD RICARD,4514
4585,white,5,330000,230000,11.8,0.03,23,158,0.99322,3.41,3.41,3.41,0.64,11.8,6,10.195,12.088,13.981,15.874,white,yellow ,16.874,white,yellow ,England ,Buenos Aires ,�PERNOD RICARD,4514
4586,white,5.4,290000,380000,1.2,0.029,31,132,0.98895,3.28,3.28,3.28,0.36,12.4,6,10.56,12.58,14.6,16.62,white,brown ,17.62,white,brown ,England ,paris,�PERNOD RICARD,4514
4587,white,8,330000,350000,10,0.035,22,108,0.99457,3.12,3.12,3.12,0.36,11.6,6,10.24,12.228,14.216,16.204,white,red,17.204,white,red,England ,Buenos Aires,�PERNOD RICARD,4514
4588,white,6.4,300000,330000,5.2,0.05,30,137,0.99304,3.26,3.26,3.26,0.58,11.1,5,8.92,10.494,12.068,13.642,white,black,14.642,white,black,England ,mancity,�PERNOD RICARD,4514
4589,white,5.4,290000,380000,1.2,0.029,31,132,0.98895,3.28,3.28,3.28,0.36,12.4,6,10.56,12.58,14.6,16.62,white,gray,17.62,white,gray,England ,"Washington, D.C.",�PERNOD RICARD,4514
4590,white,6.4,330000,300000,7.2,0.041,42,168,0.99331,3.22,3.22,3.22,0.49,11.1,6,9.94,11.835,13.73,15.625,white,greeen ,16.625,white,greeen ,England ,Buenos Aires ,�PERNOD RICARD,4514
4591,white,7,330000,780000,9.9,0.042,21,251,0.99435,3.01,3.01,3.01,0.55,11,6,9.995,11.937,13.879,15.821,white,yellow ,16.821,white,yellow ,France,paris,�PERNOD RICARD,4514
4592,white,6.7,450000,300000,5.3,0.036,27,165,0.99122,3.12,3.12,3.12,0.46,12.2,6,10.54,12.578,14.616,16.654,white,brown ,17.654,white,brown ,France,Buenos Aires,�PERNOD RICARD,4514
4593,white,6.5,360000,310000,13.55,0.053,20,113,0.99544,3.2,3.2,3.2,0.56,11,6,9.9,11.784,13.668,15.552,white,red,16.552,white,red,France,mancity,�PERNOD RICARD,4514
4594,white,5.8,420000,300000,2.2,0.035,26,129,0.989,3.32,3.32,3.32,0.47,12.9,6,10.79,12.837,14.884,16.931,white,black,17.931,white,black,France,"Washington, D.C.",�PERNOD RICARD,4514
4595,white,7.1,390000,300000,9.9,0.037,29,124,0.99414,3.07,3.07,3.07,0.42,10.9,6,9.915,11.842,13.769,15.696,white,gray,16.696,white,gray,France,Buenos Aires ,�PERNOD RICARD,4514
4596,white,6.7,530000,290000,4.3,0.069,20,114,0.99014,3.22,3.22,3.22,0.59,13.4,6,11.09,13.205,15.32,17.435,white,greeen ,18.435,white,greeen ,France,paris,�PERNOD RICARD,4514
4597,white,6.7,660000,0,13,0.033,32,75,0.99551,3.15,3.15,3.15,0.5,10.7,6,9.775,11.65,13.525,15.4,white,yellow ,16.4,white,yellow ,USA,Buenos Aires,�PERNOD RICARD,4514
4598,white,6.5,360000,310000,13.55,0.053,20,113,0.99544,3.2,3.2,3.2,0.56,11,6,9.9,11.784,13.668,15.552,white,brown ,16.552,white,brown ,USA,mancity,�GRUPO PENAFLOR,4514
4599,white,6.5,160000,330000,1,0.027,23,75,0.9908,3.3,3.3,3.3,0.39,11.4,7,11.05,13.261,15.472,17.683,white,red,18.683,white,red,USA,"Washington, D.C.",�CONSTELLATION BRANDS,4514
4600,white,8.3,220000,340000,1.1,0.043,20,116,0.9927,3,3,3,0.47,10.2,6,9.6,11.473,13.346,15.219,white,black,16.219,white,black,USA,Buenos Aires ,�THE WINE GROUP,4514
4601,white,6.9,230000,350000,6.9,0.03,45,116,0.99244,2.8,2.8,2.8,0.54,11,6,10.1,12.106,14.112,16.118,white,gray,17.118,white,gray,USA,paris,�E & J GALLO,4514
4602,white,6.4,170000,340000,13.4,0.044,45,139,0.99752,3.06,3.06,3.06,0.43,9.1,6,9.02,10.769,12.518,14.267,white,greeen ,15.267,white,greeen ,USA,Buenos Aires,TREASURY WINE ESTATE,4514
4603,white,5,330000,180000,4.6,0.032,40,124,0.99114,3.18,3.18,3.18,0.4,11,6,9.91,11.816,13.722,15.628,white,yellow ,16.628,white,yellow ,USA,mancity,TREASURY WINE ESTATE,4514
4604,white,6.8,380000,290000,9.9,0.037,40,146,0.99326,3.11,3.11,3.11,0.37,11.5,6,10.195,12.175,14.155,16.135,white,brown ,17.135,white,brown ,USA,"Washington, D.C.",TREASURY WINE ESTATE,4514
4605,white,6.5,290000,320000,3,0.036,38,93,0.9906,3.16,3.16,3.16,0.59,12,6,10.42,12.413,14.406,16.399,white,red,17.399,white,red,USA,Buenos Aires ,TREASURY WINE ESTATE,4514
4606,white,6.9,290000,320000,5.8,0.04,16,112,0.993,3.04,3.04,3.04,0.58,11.2,5,9.08,10.73,12.38,14.03,white,black,15.03,white,black,Argentina,paris,TREASURY WINE ESTATE,4514
4607,white,6.6,280000,300000,12.9,0.033,31,177,0.99479,3.12,3.12,3.12,0.39,11.2,6,10.04,11.985,13.93,15.875,white,gray,16.875,white,gray,France,Buenos Aires,TREASURY WINE ESTATE,4514
4608,white,6.2,360000,270000,3.2,0.032,13,73,0.98942,2.9,2.9,2.9,0.69,12.6,7,11.85,14.271,16.692,19.113,white,greeen ,20.113,white,greeen ,Argentina,mancity,TREASURY WINE ESTATE,4514
4609,white,6,615000,40000,0.8,0.032,8,50,0.99036,3.14,3.14,3.14,0.4,11,4,7.93,9.248,10.566,11.884,white,yellow ,12.884,white,yellow ,France,"Washington, D.C.",TREASURY WINE ESTATE,4514
4610,white,5.9,440000,360000,2.5,0.03,12,73,0.99201,3.22,3.22,3.22,0.48,10.8,6,9.79,11.656,13.522,15.388,white,brown ,16.388,white,brown ,Argentina,Buenos Aires ,TREASURY WINE ESTATE,4514
4611,white,5.9,420000,360000,2.4,0.034,19,77,0.99184,3.25,3.25,3.25,0.48,10.9,5,8.825,10.392,11.959,13.526,white,red,14.526,white,red,England ,paris,�VINA CONCHA Y TORO,4514
4612,white,5.8,340000,210000,7.2,0.041,48,146,0.99441,3.16,3.16,3.16,0.49,9.8,5,8.32,9.803,11.286,12.769,white,black,13.769,white,black,USA,Buenos Aires,�VINA CONCHA Y TORO,4514
4613,white,5.8,270000,200000,7.3,0.04,42,145,0.99442,3.15,3.15,3.15,0.48,9.8,5,8.325,9.812,11.299,12.786,white,gray,13.786,white,gray,England ,mancity,�VINA CONCHA Y TORO,4514
4614,white,7.1,330000,180000,6.3,0.094,27,166,0.99474,2.9,2.9,2.9,0.49,9.5,5,8.3,9.831,11.362,12.893,white,greeen ,13.893,white,greeen ,England ,"Washington, D.C.",�VINA CONCHA Y TORO,4514
4615,white,6.1,440000,280000,4.25,0.032,43,132,0.9916,3.26,3.26,3.26,0.47,11.26666667,7,11.00333334,13.205,15.40666667,17.60833334,white,yellow ,18.60833334,white,yellow ,England ,Buenos Aires ,�VINA CONCHA Y TORO,4514
4616,white,7.3,280000,370000,1.2,0.039,26,99,0.99198,3.01,3.01,3.01,0.62,10.8,5,8.895,10.51,12.125,13.74,white,brown ,14.74,white,brown ,England ,paris,�VINA CONCHA Y TORO,4514
4617,white,5.2,500000,180000,2,0.036,23,129,0.98949,3.36,3.36,3.36,0.77,13.4,7,12.02,14.375,16.73,19.085,white,red,20.085,white,red,England ,Buenos Aires,�VINA CONCHA Y TORO,4514
4618,white,6.1,440000,280000,4.25,0.032,43,132,0.9916,3.26,3.26,3.26,0.47,11.3,7,11.02,13.225,15.43,17.635,white,black,18.635,white,black,England ,mancity,�VINA CONCHA Y TORO,4514
4619,white,6.4,620000,120000,4.7,0.06,33,196,0.99556,3.22,3.22,3.22,0.48,8.9,5,7.84,9.216,10.592,11.968,white,gray,12.968,white,gray,England ,"Washington, D.C.",�VINA CONCHA Y TORO,4514
4620,white,6.4,380000,190000,4.5,0.038,36,119,0.99151,3.07,3.07,3.07,0.42,11.2,6,10.065,12.022,13.979,15.936,white,greeen ,16.936,white,greeen ,England ,Buenos Aires ,�VINA CONCHA Y TORO,4514
4621,white,7.5,305000,380000,1.4,0.047,30,95,0.99158,3.22,3.22,3.22,0.52,11.5,7,11.14,13.372,15.604,17.836,white,yellow ,18.836,white,yellow ,England ,paris,�VINA CONCHA Y TORO,4514
4622,white,6.5,500000,220000,4.1,0.036,35,131,0.9902,3.26,3.26,3.26,0.55,13,7,11.87,14.237,16.604,18.971,white,brown ,19.971,white,brown ,England ,Buenos Aires,�VINA CONCHA Y TORO,4514
4623,white,6.6,400000,300000,5.3,0.038,20,125,0.99204,3.36,3.36,3.36,0.73,12.6,6,10.62,12.599,14.578,16.557,white,red,17.557,white,red,France,mancity,�VINA CONCHA Y TORO,4514
4624,white,6.4,400000,250000,4.2,0.032,15,91,0.98988,3.26,3.26,3.26,0.52,13.1,6,10.92,13,15.08,17.16,white,black,18.16,white,black,France,"Washington, D.C.",�VINA CONCHA Y TORO,4514
4625,white,8.3,490000,230000,6.65,0.034,6,158,0.99344,3.05,3.05,3.05,0.48,11.2,5,9.075,10.732,12.389,14.046,white,gray,15.046,white,gray,France,Buenos Aires ,CASTEL FRERES,4514
4626,white,6.3,300000,910000,8.2,0.034,50,199,0.99394,3.39,3.39,3.39,0.49,11.7,6,10.155,12.059,13.963,15.867,white,greeen ,16.867,white,greeen ,France,paris,CASTEL FRERES,4514
4627,white,6.1,190000,370000,2.6,0.041,24,99,0.99153,3.18,3.18,3.18,0.5,10.9,6,9.86,11.746,13.632,15.518,white,yellow ,16.518,white,yellow ,France,Buenos Aires,CASTEL FRERES,4514
4628,white,6.1,190000,370000,2.6,0.041,24,99,0.99153,3.18,3.18,3.18,0.5,10.9,6,9.86,11.746,13.632,15.518,white,brown ,16.518,white,brown ,France,mancity,CASTEL FRERES,4514
4629,white,5.6,240000,340000,2,0.041,14,73,0.98981,3.04,3.04,3.04,0.45,11.6,7,11.28,13.583,15.886,18.189,white,red,19.189,white,red,USA,"Washington, D.C.",CASTEL FRERES,4514
4630,white,5.7,250000,320000,12.2,0.041,43,127,0.99524,3.23,3.23,3.23,0.53,10.4,7,10.585,12.703,14.821,16.939,white,black,17.939,white,black,USA,Buenos Aires ,CASTEL FRERES,4514
4631,white,6.6,210000,390000,2.3,0.041,31,102,0.99221,3.22,3.22,3.22,0.58,10.9,7,10.84,13.006,15.172,17.338,white,gray,18.338,white,gray,USA,paris,CASTEL FRERES,4514
4632,white,6.3,300000,910000,8.2,0.034,50,199,0.99394,3.39,3.39,3.39,0.49,11.7,6,10.155,12.059,13.963,15.867,white,greeen ,16.867,white,greeen ,USA,Buenos Aires,CASTEL FRERES,4514
4633,white,6.2,280000,410000,5,0.043,50,188,0.99318,3.23,3.23,3.23,0.64,10.8,6,9.785,11.632,13.479,15.326,white,yellow ,16.326,white,yellow ,USA,mancity,CASTEL FRERES,4514
4634,white,5.8,290000,380000,10.7,0.038,49,136,0.99366,3.11,3.11,3.11,0.59,11.2,6,10.045,11.973,13.901,15.829,white,brown ,16.829,white,brown ,USA,"Washington, D.C.",CASTEL FRERES,4514
4635,white,5.8,345000,150000,10.8,0.033,26,120,0.99494,3.25,3.25,3.25,0.49,10,6,9.375,11.151,12.927,14.703,white,red,15.703,white,red,USA,Buenos Aires ,CASTEL FRERES,4514
4636,white,6.5,510000,250000,1.7,0.048,39,177,0.99212,3.28,3.28,3.28,0.57,10.56666667,5,8.643333335,10.159,11.67466667,13.19033334,white,black,14.19033334,white,black,USA,paris,CASTEL FRERES,4514
4637,white,6,240000,410000,1.3,0.036,42,118,0.99018,3.04,3.04,3.04,0.64,11.73333333,6,10.34666667,12.344,14.34133333,16.33866666,white,gray,17.33866666,white,gray,USA,Buenos Aires,CASTEL FRERES,4514
4638,white,6.5,510000,250000,1.7,0.048,39,177,0.99212,3.28,3.28,3.28,0.57,10.6,5,8.66,10.179,11.698,13.217,white,greeen ,14.217,white,greeen ,Argentina,mancity,CASTEL FRERES,4514
4639,white,6.9,540000,260000,12.7,0.049,59,195,0.99596,3.26,3.26,3.26,0.54,10.5,6,9.62,11.438,13.256,15.074,white,yellow ,16.074,white,yellow ,France,"Washington, D.C.",CASTEL FRERES,4514
4640,white,6,240000,410000,1.3,0.036,42,118,0.99018,3.04,3.04,3.04,0.64,11.75,6,10.355,12.354,14.353,16.352,white,brown ,17.352,white,brown ,Argentina,Buenos Aires ,CASTEL FRERES,4514
4641,white,6.6,260000,360000,1.2,0.035,43,126,0.99094,3.01,3.01,3.01,0.63,11.4,6,10.195,12.169,14.143,16.117,white,red,17.117,white,red,France,paris,CASTEL FRERES,4514
4642,white,5.7,240000,300000,1.3,0.03,25,98,0.98968,3.37,3.37,3.37,0.43,12.4,7,11.515,13.801,16.087,18.373,white,black,19.373,white,black,Argentina,Buenos Aires,CASTEL FRERES,4514
4643,white,6.5,210000,350000,5.7,0.043,47,197,0.99392,3.24,3.24,3.24,0.5,10.1,6,9.43,11.218,13.006,14.794,white,gray,15.794,white,gray,England ,mancity,CASTEL FRERES,4514
4644,white,6.8,290000,220000,3.4,0.035,40,122,0.99024,3.09,3.09,3.09,0.47,12.3,6,10.605,12.661,14.717,16.773,white,greeen ,17.773,white,greeen ,USA,"Washington, D.C.",CASTEL FRERES,4514
4645,white,5,240000,340000,1.1,0.034,49,158,0.98774,3.32,3.32,3.32,0.32,13.1,7,11.89,14.272,16.654,19.036,white,yellow ,20.036,white,yellow ,England ,Buenos Aires ,CASTEL FRERES,4514
4646,white,5.9,180000,280000,1,0.037,24,88,0.99094,3.29,3.29,3.29,0.55,10.65,7,10.68,12.803,14.926,17.049,white,brown ,18.049,white,brown ,England ,paris,CASTEL FRERES,4514
4647,white,5.8,260000,290000,1,0.042,35,101,0.99044,3.36,3.36,3.36,0.48,11.4,7,11.02,13.204,15.388,17.572,white,red,18.572,white,red,England ,Buenos Aires,CASTEL FRERES,4514
4648,white,6.7,610000,210000,1.65,0.117,40,240,0.9938,3.11,3.11,3.11,0.57,9.3,5,8.095,9.535,10.975,12.415,white,black,13.415,white,black,England ,mancity,CASTEL FRERES,4514
4649,white,5.7,695000,60000,6.8,0.042,9,84,0.99432,3.44,3.44,3.44,0.44,10.2,5,8.38,9.824,11.268,12.712,white,gray,13.712,white,gray,England ,"Washington, D.C.",CASTEL FRERES,4514
4650,white,5.6,695000,60000,6.8,0.042,9,84,0.99432,3.44,3.44,3.44,0.44,10.2,5,8.38,9.824,11.268,12.712,white,greeen ,13.712,white,greeen ,England ,Buenos Aires ,CASTEL FRERES,4514
4651,white,5.7,390000,250000,4.9,0.033,49,113,0.98966,3.26,3.26,3.26,0.58,13.1,7,11.92,14.294,16.668,19.042,white,yellow ,20.042,white,yellow ,England ,paris,CASTEL FRERES,4514
4652,white,6.1,380000,470000,1.4,0.051,59,210,0.99309,3.24,3.24,3.24,0.5,9.6,5,8.18,9.618,11.056,12.494,white,brown ,13.494,white,brown ,England ,Buenos Aires,CASTEL FRERES,4514
4653,white,6.3,360000,280000,2.5,0.035,18,73,0.98868,3.1,3.1,3.1,0.47,12.8,7,11.85,14.253,16.656,19.059,white,red,20.059,white,red,England ,mancity,CASTEL FRERES,4514
4654,white,6,290000,410000,10.8,0.048,55,149,0.9937,3.09,3.09,3.09,0.59,10.96666667,7,10.93833334,13.149,15.35966667,17.57033334,white,black,18.57033334,white,black,England ,"Washington, D.C.",CASTEL FRERES,4514
4655,white,6,290000,410000,10.8,0.048,55,149,0.9937,3.09,3.09,3.09,0.59,10.96666667,7,10.93833334,13.149,15.35966667,17.57033334,white,gray,18.57033334,white,gray,France,Buenos Aires ,CASTEL FRERES,4514
4656,white,6,290000,410000,10.8,0.048,55,149,0.9937,3.09,3.09,3.09,0.59,10.96666667,7,10.93833334,13.149,15.35966667,17.57033334,white,greeen ,18.57033334,white,greeen ,France,paris,CASTEL FRERES,4514
4657,white,6,290000,410000,10.8,0.048,55,149,0.9937,3.09,3.09,3.09,0.59,11,7,10.955,13.169,15.383,17.597,white,yellow ,18.597,white,yellow ,France,Buenos Aires,CASTEL FRERES,4514
4658,white,7.1,430000,250000,2.8,0.036,43,132,0.98975,3.21,3.21,3.21,0.47,13.4,6,11.095,13.225,15.355,17.485,white,brown ,18.485,white,brown ,France,mancity,CASTEL FRERES,4514
4659,white,6.6,250000,250000,1.3,0.04,28,85,0.98984,2.87,2.87,2.87,0.48,11.2,6,10.165,12.176,14.187,16.198,white,red,17.198,white,red,France,"Washington, D.C.",CASTEL FRERES,4514
4660,white,6.6,330000,410000,2,0.027,14,79,0.99063,3.27,3.27,3.27,0.63,12.4,6,10.565,12.561,14.557,16.553,white,black,17.553,white,black,France,Buenos Aires ,CASTEL FRERES,4514
4661,white,8,230000,410000,1.1,0.048,35,150,0.99168,3.09,3.09,3.09,0.47,11.2,5,9.055,10.701,12.347,13.993,white,gray,14.993,white,gray,USA,paris,CASTEL FRERES,4514
4662,white,7.3,170000,360000,8.2,0.028,44,111,0.99272,3.14,3.14,3.14,0.41,12.4,6,10.63,12.687,14.744,16.801,white,greeen ,17.801,white,greeen ,USA,Buenos Aires,CASTEL FRERES,4514
4663,white,6,170000,330000,6,0.036,30,111,0.99362,3.32,3.32,3.32,0.58,10.13333333,7,10.40666667,12.466,14.52533333,16.58466666,white,yellow ,17.58466666,white,yellow ,USA,mancity,CASTEL FRERES,4514
4664,white,6.1,160000,340000,6.1,0.034,31,114,0.99365,3.32,3.32,3.32,0.58,10.13333333,7,10.40666667,12.466,14.52533333,16.58466666,white,brown ,17.58466666,white,brown ,USA,"Washington, D.C.",CASTEL FRERES,4514
4665,white,7.3,170000,360000,8.2,0.028,44,111,0.99272,3.14,3.14,3.14,0.41,12.4,6,10.63,12.687,14.744,16.801,white,red,17.801,white,red,USA,Buenos Aires ,CASTEL FRERES,4514
4666,white,6.4,310000,530000,8.8,0.057,36,221,0.99642,3.17,3.17,3.17,0.44,9.1,5,7.965,9.38,10.795,12.21,white,black,13.21,white,black,USA,paris,CASTEL FRERES,4514
4667,white,6.1,160000,340000,6.1,0.034,31,114,0.99365,3.32,3.32,3.32,0.58,10.15,7,10.415,12.476,14.537,16.598,white,gray,17.598,white,gray,USA,Buenos Aires,CASTEL FRERES,4514
4668,white,6,170000,330000,6,0.036,30,111,0.99362,3.32,3.32,3.32,0.58,10.15,7,10.415,12.476,14.537,16.598,white,greeen ,17.598,white,greeen ,USA,mancity,CASTEL FRERES,4514
4669,white,5.9,440000,330000,1.2,0.049,12,117,0.99134,3.46,3.46,3.46,0.44,11.5,5,9.02,10.588,12.156,13.724,white,yellow ,14.724,white,yellow ,USA,"Washington, D.C.",CASTEL FRERES,4514
4670,white,6.6,285000,490000,11.4,0.035,57,137,0.99732,3.08,3.08,3.08,0.54,8.9,6,8.91,10.622,12.334,14.046,white,brown ,15.046,white,brown ,Argentina,Buenos Aires ,CASTEL FRERES,4514
4671,white,4.9,335000,140000,1.3,0.036,69,168,0.99212,3.47,3.47,3.47,0.46,10.46666667,5,8.498333335,9.958000002,11.41766667,12.87733334,white,red,13.87733334,white,red,France,paris,CASTEL FRERES,4514
4672,white,4.9,335000,140000,1.3,0.036,69,168,0.99212,3.47,3.47,3.47,0.46,10.46666667,5,8.498333335,9.958000002,11.41766667,12.87733334,white,black,13.87733334,white,black,Argentina,Buenos Aires,CASTEL FRERES,4514
4673,white,6,280000,520000,6.2,0.028,37,104,0.99161,3.28,3.28,3.28,0.51,11.8,7,11.26,13.505,15.75,17.995,white,gray,18.995,white,gray,France,mancity,CASTEL FRERES,4514
4674,white,5.8,350000,290000,3.2,0.034,41,151,0.9912,3.35,3.35,3.35,0.58,11.63333333,7,11.14166667,13.342,15.54233333,17.74266666,white,greeen ,18.74266666,white,greeen ,Argentina,"Washington, D.C.",CASTEL FRERES,4514
4675,white,5.7,210000,370000,4.5,0.04,58,140,0.99332,3.29,3.29,3.29,0.62,10.6,6,9.655,11.466,13.277,15.088,white,yellow ,16.088,white,yellow ,England ,Buenos Aires ,CASTEL FRERES,4514
4676,white,6.5,250000,320000,9.9,0.045,41,128,0.99636,3.18,3.18,3.18,0.52,9.6,6,9.21,10.964,12.718,14.472,white,brown ,15.472,white,brown ,USA,paris,CASTEL FRERES,4514
4677,white,6,280000,520000,6.2,0.028,37,104,0.99161,3.28,3.28,3.28,0.51,11.8,7,11.26,13.505,15.75,17.995,white,red,18.995,white,red,England ,Buenos Aires,CASTEL FRERES,4514
4678,white,6.6,285000,490000,11.4,0.035,57,137,0.99732,3.08,3.08,3.08,0.54,8.9,6,8.91,10.622,12.334,14.046,white,black,15.046,white,black,England ,mancity,CASTEL FRERES,4514
4679,white,4.7,335000,140000,1.3,0.036,69,168,0.99212,3.47,3.47,3.47,0.46,10.5,5,8.515,9.978,11.441,12.904,white,gray,13.904,white,gray,England ,"Washington, D.C.",CASTEL FRERES,4514
4680,white,6.8,630000,40000,1.3,0.058,25,133,0.99271,3.17,3.17,3.17,0.39,10.2,4,7.515,8.745,9.975,11.205,white,greeen ,12.205,white,greeen ,England ,Buenos Aires ,CASTEL FRERES,4514
4681,white,5.6,270000,370000,0.9,0.025,11,49,0.98845,3.29,3.29,3.29,0.33,13.1,6,10.905,12.995,15.085,17.175,white,yellow ,18.175,white,yellow ,England ,paris,CASTEL FRERES,4514
4682,white,6.8,320000,330000,0.7,0.027,15,66,0.9899,3.11,3.11,3.11,0.31,11.8,6,10.345,12.361,14.377,16.393,white,brown ,17.393,white,brown ,England ,Buenos Aires,CASTEL FRERES,4514
4683,white,6.5,330000,320000,1,0.041,39,120,0.99004,3.06,3.06,3.06,0.37,12.2,6,10.57,12.635,14.7,16.765,white,red,17.765,white,red,England ,mancity,CASTEL FRERES,4514
4684,white,6,240000,340000,1,0.036,52,184,0.99097,3.44,3.44,3.44,0.44,11.45,6,10.005,11.874,13.743,15.612,white,black,16.612,white,black,England ,"Washington, D.C.",CASTEL FRERES,4514
4685,white,7.2,260000,320000,10.4,0.062,23,114,0.9966,3.23,3.23,3.23,0.49,10.5,5,8.635,10.167,11.699,13.231,white,gray,14.231,white,gray,England ,Buenos Aires ,CASTEL FRERES,4514
4686,white,6.8,630000,40000,1.3,0.058,25,133,0.99271,3.17,3.17,3.17,0.39,10.2,4,7.515,8.745,9.975,11.205,white,greeen ,12.205,white,greeen ,England ,paris,CASTEL FRERES,4514
4687,white,6.7,160000,320000,12.5,0.035,18,156,0.99666,2.88,2.88,2.88,0.36,9,6,9.06,10.86,12.66,14.46,white,yellow ,15.46,white,yellow ,France,Buenos Aires,CASTEL FRERES,4514
4688,white,6.7,160000,320000,12.5,0.035,18,156,0.99666,2.88,2.88,2.88,0.36,9,6,9.06,10.86,12.66,14.46,white,brown ,15.46,white,brown ,France,mancity,CASTEL FRERES,4514
4689,white,6.7,160000,320000,12.5,0.035,18,156,0.99666,2.88,2.88,2.88,0.36,9,6,9.06,10.86,12.66,14.46,white,red,15.46,white,red,France,"Washington, D.C.",CASTEL FRERES,4514
4690,white,6.7,160000,320000,12.5,0.035,18,156,0.99666,2.88,2.88,2.88,0.36,9,6,9.06,10.86,12.66,14.46,white,black,15.46,white,black,France,Buenos Aires ,CASTEL FRERES,4514
4691,white,6.9,190000,310000,19.25,0.043,38,167,0.99954,2.93,2.93,2.93,0.52,9.1,7,10.085,12.164,14.243,16.322,white,gray,17.322,white,gray,France,paris,CASTEL FRERES,4514
4692,white,6,360000,320000,1.1,0.053,26,173,0.99414,3.38,3.38,3.38,0.54,8.8,5,7.71,9.022,10.334,11.646,white,greeen ,12.646,white,greeen ,France,Buenos Aires,CASTEL FRERES,4514
4693,white,6.7,160000,320000,12.5,0.035,18,156,0.99666,2.88,2.88,2.88,0.36,9,6,9.06,10.86,12.66,14.46,white,yellow ,15.46,white,yellow ,USA,mancity,CASTEL FRERES,4514
4694,white,6.9,190000,310000,19.25,0.043,38,167,0.99954,2.93,2.93,2.93,0.52,9.1,7,10.085,12.164,14.243,16.322,white,brown ,17.322,white,brown ,USA,"Washington, D.C.",CASTEL FRERES,4514
4695,white,6.7,350000,320000,9,0.032,29,113,0.99188,3.13,3.13,3.13,0.65,12.9,7,11.885,14.271,16.657,19.043,white,red,20.043,white,red,USA,Buenos Aires ,CASTEL FRERES,4514
4696,white,6.1,150000,400000,1.2,0.03,19,84,0.98926,3.19,3.19,3.19,0.96,13,6,10.905,12.952,14.999,17.046,white,black,18.046,white,black,USA,paris,CASTEL FRERES,4514
4697,white,6.7,350000,320000,9,0.032,29,113,0.99188,3.13,3.13,3.13,0.65,12.9,7,11.885,14.271,16.657,19.043,white,gray,20.043,white,gray,USA,Buenos Aires,CASTEL FRERES,4514
4698,white,7,270000,740000,1.3,0.173,34,121,0.99334,3.04,3.04,3.04,0.46,9.2,6,9.08,10.842,12.604,14.366,white,greeen ,15.366,white,greeen ,USA,mancity,CASTEL FRERES,4514
4699,white,6.8,300000,330000,12.8,0.041,60,168,0.99659,3.1,3.1,3.1,0.56,9.8,5,8.35,9.844,11.338,12.832,white,yellow ,13.832,white,yellow ,USA,"Washington, D.C.",CASTEL FRERES,4514
4700,white,6.8,300000,330000,12.8,0.041,60,168,0.99659,3.1,3.1,3.1,0.56,9.8,5,8.35,9.844,11.338,12.832,white,brown ,13.832,white,brown ,USA,Buenos Aires ,CASTEL FRERES,4514
4701,white,6.4,690000,90000,7.6,0.044,34,144,0.9948,3.26,3.26,3.26,0.38,10.1,6,9.42,11.214,13.008,14.802,white,red,15.802,white,red,USA,paris,CASTEL FRERES,4514
4702,white,6.4,690000,90000,7.6,0.044,34,144,0.9948,3.26,3.26,3.26,0.38,10.1,6,9.42,11.214,13.008,14.802,white,black,15.802,white,black,Argentina,Buenos Aires,CASTEL FRERES,4514
4703,white,5.9,120000,280000,1.4,0.037,36,83,0.99074,3.33,3.33,3.33,0.42,10.9,7,10.785,12.934,15.083,17.232,white,gray,18.232,white,gray,France,mancity,CASTEL FRERES,4514
4704,white,6.3,360000,500000,8.3,0.053,51,202,0.9955,3.2,3.2,3.2,0.51,9.6,6,9.2,10.949,12.698,14.447,white,greeen ,15.447,white,greeen ,Argentina,"Washington, D.C.",CASTEL FRERES,4514
4705,white,5.7,270000,160000,9,0.053,32,111,0.99474,3.36,3.36,3.36,0.37,10.4,6,9.52,11.315,13.11,14.905,white,yellow ,15.905,white,yellow ,France,Buenos Aires ,CASTEL FRERES,4514
4706,white,6.1,220000,400000,1.85,0.031,25,111,0.98966,3.03,3.03,3.03,0.3,11.8,7,11.385,13.726,16.067,18.408,white,brown ,19.408,white,brown ,Argentina,paris,CASTEL FRERES,4514
4707,white,5.6,205000,160000,12.55,0.051,31,115,0.99564,3.4,3.4,3.4,0.38,10.8,6,9.7,11.522,13.344,15.166,white,red,16.166,white,red,England ,Buenos Aires,CASTEL FRERES,4514
